UTC,Open,High,Low,Close,Volume
01.02.2024 10:00:00.000 UTC,4862.32,4865.877,4861.817,4865.823,1.4499
01.02.2024 11:00:00.000 UTC,4865.561,4866.446,4863.561,4866.332,1.118198
01.02.2024 12:00:00.000 UTC,4866.082,4872.94,4864.82,4870.576,1.7739
01.02.2024 13:00:00.000 UTC,4869.817,4870.579,4860.067,4866.32,4.30657
01.02.2024 14:00:00.000 UTC,4866.582,4871.123,4858.064,4864.373,12.3318
01.02.2024 15:00:00.000 UTC,4864.499,4876.382,4855.273,4855.526,16.8381
01.02.2024 16:00:00.000 UTC,4855.282,4872.957,4852.693,4871.449,15.08265
01.02.2024 17:00:00.000 UTC,4871.747,4896.757,4871.449,4888.291,11.3301
01.02.2024 18:00:00.000 UTC,4888.803,4890.459,4876.681,4887.067,14.6142
01.02.2024 19:00:00.000 UTC,4887.26,4900.117,4885.451,4899.82,10.8405
01.02.2024 20:00:00.000 UTC,4900.332,4906.947,4895.85,4906.947,7.9308
01.02.2024 21:00:00.000 UTC,4906.412,4922.794,4903.414,4921.551,1.2907
01.02.2024 23:00:00.000 UTC,4928.89,4933.119,4928.276,4931.527,0.639
02.02.2024 00:00:00.000 UTC,4931.036,4932.072,4927.311,4931.81,0.31184
02.02.2024 01:00:00.000 UTC,4932.051,4936.056,4930.817,4935.573,0.3416
02.02.2024 02:00:00.000 UTC,4935.329,4936.127,4932.844,4935.61,0.25254
02.02.2024 03:00:00.000 UTC,4935.727,4935.917,4932.891,4933.401,0.19276
02.02.2024 04:00:00.000 UTC,4933.151,4934.227,4931.444,4932.462,0.08967
02.02.2024 05:00:00.000 UTC,4932.212,4934.706,4931.703,4932.677,0.17202
02.02.2024 06:00:00.000 UTC,4932.442,4935.326,4931.202,4934.041,0.38491
02.02.2024 07:00:00.000 UTC,4933.92,4933.92,4930.717,4931.179,1.51592
02.02.2024 08:00:00.000 UTC,4931.411,4937.441,4929.181,4935.214,2.3814
02.02.2024 09:00:00.000 UTC,4935.473,4937.707,4929.66,4932.641,1.8036
02.02.2024 10:00:00.000 UTC,4932.767,4935.532,4931.771,4933.297,1.1583
02.02.2024 11:00:00.000 UTC,4932.8,4936.607,4931.801,4936.563,1.1745
02.02.2024 12:00:00.000 UTC,4936.813,4941.323,4934.342,4939.347,1.5309
02.02.2024 13:00:00.000 UTC,4939.594,4941.852,4905.169,4907.207,8.3971
02.02.2024 14:00:00.000 UTC,4906.897,4923.849,4903.644,4919.767,16.8174
02.02.2024 15:00:00.000 UTC,4919.707,4939.087,4914.71,4936.763,23.1435
02.02.2024 16:00:00.000 UTC,4937.317,4955.174,4931.564,4950.54,15.867
02.02.2024 17:00:00.000 UTC,4950.796,4961.502,4937.977,4951.197,14.337
02.02.2024 18:00:00.000 UTC,4951.257,4960.147,4947.75,4957.627,18.4824
02.02.2024 19:00:00.000 UTC,4957.817,4972.181,4957.817,4971.393,13.167
02.02.2024 20:00:00.000 UTC,4971.649,4975.186,4957.129,4957.297,14.4513
02.02.2024 21:00:00.000 UTC,4957.132,4957.132,4949.814,4956.311,0.38132
04.02.2024 23:00:00.000 UTC,4951.737,4958.364,4950.987,4954.367,0.81461
05.02.2024 00:00:00.000 UTC,4954.177,4957.382,4942.867,4945.87,1.32627
05.02.2024 01:00:00.000 UTC,4946.117,4947.882,4942.111,4947.632,0.62891
05.02.2024 02:00:00.000 UTC,4947.427,4947.927,4943.379,4945.132,0.4026
05.02.2024 03:00:00.000 UTC,4944.87,4946.677,4942.361,4943.87,0.19899
05.02.2024 04:00:00.000 UTC,4944.12,4945.379,4943.611,4945.379,0.07686
05.02.2024 05:00:00.000 UTC,4945.129,4947.927,4944.734,4946.927,0.21106
05.02.2024 06:00:00.000 UTC,4946.993,4949.427,4946.87,4948.864,0.25315
05.02.2024 07:00:00.000 UTC,4949.132,4951.979,4947.373,4947.379,1.32213
05.02.2024 08:00:00.000 UTC,4947.12,4952.427,4946.123,4950.626,3.1266
05.02.2024 09:00:00.000 UTC,4950.367,4951.927,4942.379,4944.361,1.7982
05.02.2024 10:00:00.000 UTC,4944.626,4952.361,4944.626,4950.629,1.2555
05.02.2024 11:00:00.000 UTC,4950.876,4951.379,4948.611,4948.882,1.3878
05.02.2024 12:00:00.000 UTC,4948.626,4953.879,4947.12,4952.62,1.593
05.02.2024 13:00:00.000 UTC,4952.382,4953.373,4941.876,4943.361,2.2896
05.02.2024 14:00:00.000 UTC,4943.623,4951.379,4942.361,4948.547,12.141
05.02.2024 15:00:00.000 UTC,4945.297,4947.126,4917.111,4923.132,22.3892
05.02.2024 16:00:00.000 UTC,4923.361,4935.92,4921.836,4935.737,10.179
05.02.2024 17:00:00.000 UTC,4935.487,4948.08,4934.689,4944.484,7.9335
05.02.2024 18:00:00.000 UTC,4944.731,4949.092,4940.011,4945.339,8.6193
05.02.2024 19:00:00.000 UTC,4945.58,4955.852,4942.874,4954.173,8.5545
05.02.2024 20:00:00.000 UTC,4954.097,4954.477,4939.262,4939.262,12.89205
05.02.2024 21:00:00.000 UTC,4940.491,4940.491,4934.243,4937.97,0.35914
05.02.2024 23:00:00.000 UTC,4937.941,4940.459,4936.494,4937.057,0.24583
06.02.2024 00:00:00.000 UTC,4936.741,4940.744,4936.509,4940.01,0.1586
06.02.2024 01:00:00.000 UTC,4939.754,4943.009,4939.751,4942.539,0.33929
06.02.2024 02:00:00.000 UTC,4942.271,4944.847,4941.771,4943.322,0.18361
06.02.2024 03:00:00.000 UTC,4943.421,4946.45,4943.23,4944.287,0.1891
06.02.2024 04:00:00.000 UTC,4944.157,4946.499,4943.724,4945.994,0.09211
06.02.2024 05:00:00.000 UTC,4946.247,4947.557,4944.481,4944.731,0.24217
