UTC,Open,High,Low,Close,Volume
01.05.2024 08:00:00.000 UTC,5021.221,5025.191,5020.197,5023.262,3.0744
01.05.2024 09:00:00.000 UTC,5023.003,5023.499,5010.136,5014.366,3.3561
01.05.2024 10:00:00.000 UTC,5014.591,5017.652,5008.581,5017.4,2.7837
01.05.2024 11:00:00.000 UTC,5017.276,5020.887,5012.921,5014.414,2.5272
01.05.2024 12:00:00.000 UTC,5014.179,5027.679,5013.487,5023.686,6.54276
01.05.2024 13:00:00.000 UTC,5023.43,5032.977,5018.71,5022.892,16.5537
01.05.2024 14:00:00.000 UTC,5022.762,5030.197,5015.364,5027.926,27.1458
01.05.2024 15:00:00.000 UTC,5028.04,5029.203,5015.009,5016.839,14.8455
01.05.2024 16:00:00.000 UTC,5016.571,5027.139,5012.869,5019.642,13.176
01.05.2024 17:00:00.000 UTC,5019.886,5029.27,5014.713,5025.223,10.2645
01.05.2024 18:00:00.000 UTC,5026.581,5087.309,5021.747,5086.281,62.8965
01.05.2024 19:00:00.000 UTC,5086.527,5094.817,5015.092,5017.066,66.615
01.05.2024 20:00:00.000 UTC,5017.322,5025.45,5016.273,5021.594,0.91971
01.05.2024 22:00:00.000 UTC,5030.376,5034.643,5029.379,5032.987,0.77472
01.05.2024 23:00:00.000 UTC,5033.129,5040.427,5032.373,5039.629,0.44388
02.05.2024 00:00:00.000 UTC,5039.74,5044.879,5037.864,5042.927,0.69093
02.05.2024 01:00:00.000 UTC,5042.752,5045.373,5039.626,5044.427,0.71361
02.05.2024 02:00:00.000 UTC,5044.502,5048.797,5043.861,5046.764,0.41229
02.05.2024 03:00:00.000 UTC,5047.02,5047.276,5043.761,5044.64,0.29889
02.05.2024 04:00:00.000 UTC,5044.523,5045.381,5043.276,5045.264,0.18387
02.05.2024 05:00:00.000 UTC,5045.14,5047.779,5043.517,5044.447,0.45117
02.05.2024 06:00:00.000 UTC,5044.526,5045.882,5039.611,5040.746,4.56686
02.05.2024 07:00:00.000 UTC,5040.614,5051.12,5037.864,5047.743,7.272
02.05.2024 08:00:00.000 UTC,5047.629,5053.87,5043.882,5044.126,5.3316
02.05.2024 09:00:00.000 UTC,5044.37,5049.882,5044.129,5049.632,3.5316
02.05.2024 10:00:00.000 UTC,5049.734,5054.614,5047.123,5052.873,3.852
02.05.2024 11:00:00.000 UTC,5053.177,5057.132,5048.126,5049.129,3.7944
02.05.2024 12:00:00.000 UTC,5049.614,5061.74,5046.382,5051.367,8.89981
02.05.2024 13:00:00.000 UTC,5051.617,5060.379,5030.62,5033.87,24.73721
02.05.2024 14:00:00.000 UTC,5033.752,5040.66,5009.844,5038.901,40.788
02.05.2024 15:00:00.000 UTC,5039.16,5045.847,5028.697,5042.447,24.162
02.05.2024 16:00:00.000 UTC,5042.324,5043.449,5028.207,5037.517,20.448
02.05.2024 17:00:00.000 UTC,5037.761,5057.972,5037.761,5053.293,16.158
02.05.2024 18:00:00.000 UTC,5053.524,5071.031,5051.554,5069.053,16.404
02.05.2024 19:00:00.000 UTC,5069.303,5073.534,5053.521,5065.11,24.1272
02.05.2024 20:00:00.000 UTC,5064.866,5071.503,5062.833,5065.043,0.75282
02.05.2024 22:00:00.000 UTC,5081.582,5090.754,5077.224,5079.22,1.03023
02.05.2024 23:00:00.000 UTC,5078.98,5080.997,5077.33,5080.007,0.39609
03.05.2024 00:00:00.000 UTC,5080.083,5083.953,5076.731,5082.223,0.44541
03.05.2024 01:00:00.000 UTC,5082.479,5085.259,5081.287,5081.299,0.48843
03.05.2024 02:00:00.000 UTC,5081.401,5082.049,5079.096,5079.222,0.32238
