UTC,Open,High,Low,Close,Volume
01.11.2024 08:00:00.000 UTC,5718.617,5726.002,5717.632,5722.743,2.58795
01.11.2024 09:00:00.000 UTC,5722.62,5726.731,5721.626,5724.632,1.58085
01.11.2024 10:00:00.000 UTC,5724.927,5730.861,5723.87,5729.614,0.98685
01.11.2024 11:00:00.000 UTC,5729.367,5733.132,5725.367,5730.376,1.0584
01.11.2024 12:00:00.000 UTC,5730.99,5738.677,5724.243,5735.62,4.0689
01.11.2024 13:00:00.000 UTC,5735.876,5750.382,5724.984,5748.502,18.0121
01.11.2024 14:00:00.000 UTC,5750.677,5772.989,5743.12,5761.419,30.557
01.11.2024 15:00:00.000 UTC,5760.929,5770.537,5750.78,5753.544,25.321
01.11.2024 16:00:00.000 UTC,5753.306,5760.071,5743.773,5746.969,21.34
01.11.2024 17:00:00.000 UTC,5747.216,5755.987,5733.107,5733.547,24.006
01.11.2024 18:00:00.000 UTC,5733.237,5741.81,5728.75,5738.61,20.4
01.11.2024 19:00:00.000 UTC,5738.493,5746.537,5723.561,5727.626,21.832
01.11.2024 20:00:00.000 UTC,5727.243,5736.082,5727.111,5734.064,0.43189
03.11.2024 23:00:00.000 UTC,5713.49,5726.877,5713.49,5720.964,1.81114
04.11.2024 00:00:00.000 UTC,5721.147,5721.629,5714.976,5720.382,0.70583
04.11.2024 01:00:00.000 UTC,5720.614,5732.382,5719.126,5730.37,0.68541
04.11.2024 02:00:00.000 UTC,5730.496,5742.367,5729.749,5736.873,0.59965
04.11.2024 03:00:00.000 UTC,5737.117,5742.177,5736.111,5740.123,0.42277
04.11.2024 04:00:00.000 UTC,5739.873,5745.882,5739.614,5743.864,0.33031
04.11.2024 05:00:00.000 UTC,5743.626,5743.882,5739.861,5742.864,0.28877
04.11.2024 06:00:00.000 UTC,5742.614,5747.376,5742.37,5745.177,0.33768
04.11.2024 07:00:00.000 UTC,5744.927,5746.626,5732.364,5732.611,1.62199
04.11.2024 08:00:00.000 UTC,5733.117,5741.379,5728.861,5734.873,3.5046
04.11.2024 09:00:00.000 UTC,5734.62,5737.373,5729.617,5736.117,2.72565
04.11.2024 10:00:00.000 UTC,5736.361,5745.379,5735.797,5743.876,1.6146
04.11.2024 11:00:00.000 UTC,5743.632,5744.879,5737.361,5740.367,1.45935
04.11.2024 12:00:00.000 UTC,5740.62,5743.111,5726.626,5737.123,2.268
04.11.2024 13:00:00.000 UTC,5737.367,5739.882,5731.879,5733.123,2.18835
04.11.2024 14:00:00.000 UTC,5733.37,5733.617,5709.617,5732.004,22.961805
04.11.2024 15:00:00.000 UTC,5732.253,5741.754,5729.221,5733.031,30.275
04.11.2024 16:00:00.000 UTC,5732.904,5738.547,5699.37,5705.061,25.032032
04.11.2024 17:00:00.000 UTC,5705.193,5725.247,5695.523,5721.259,21.0525
04.11.2024 18:00:00.000 UTC,5721.006,5728.866,5708.91,5723.273,20.521
04.11.2024 19:00:00.000 UTC,5723.577,5728.449,5717.457,5721.426,13.9
04.11.2024 20:00:00.000 UTC,5721.541,5723.246,5707.987,5714.46,17.2855
04.11.2024 21:00:00.000 UTC,5714.722,5719.113,5711.683,5717.604,0.39337
04.11.2024 23:00:00.000 UTC,5720.643,5723.423,5713.28,5713.539,0.68541
05.11.2024 00:00:00.000 UTC,5713.407,5714.043,5710.554,5711.563,0.56797
05.11.2024 01:00:00.000 UTC,5711.307,5719.503,5705.847,5717.771,0.92862
05.11.2024 02:00:00.000 UTC,5717.707,5720.803,5712.856,5718.574,0.55811
05.11.2024 03:00:00.000 UTC,5718.441,5720.147,5716.127,5716.532,0.40334
05.11.2024 04:00:00.000 UTC,5716.391,5718.159,5713.206,5713.757,0.31088
